S.No,Post,Caste,Count
101,उपाध्यक्ष,खत्री,6
102,उपाध्यक्ष,कामी,1
103,उपाध्यक्ष,विष्ट्,1
104,उपाध्यक्ष,रैका,1
105,उपाध्यक्ष,सहनी,2
106,उपाध्यक्ष,गुरुङ,18
107,उपाध्यक्ष,श्रेष्ठ(कायस्थ),1
108,उपाध्यक्ष,पौडेल(क्षेत्री),1
109,उपाध्यक्ष,हमाल,1
110,उपाध्यक्ष,सेडाईँ,1
111,उपाध्यक्ष,गिरी,2
112,उपाध्यक्ष,इङ्गनाम,1
113,उपाध्यक्ष,सिल्‍वाल,1
114,उपाध्यक्ष,तिवारी,1
115,उपाध्यक्ष,महतारा,1
116,उपाध्यक्ष,बस्नेत,1
117,उपाध्यक्ष,सिंह,3
118,उपाध्यक्ष,वली,3
119,उपाध्यक्ष,श्रीस,1
120,उपाध्यक्ष,कार्कि,1
121,उपाध्यक्ष,,3
122,उपाध्यक्ष,अधिकारी,3
123,उपाध्यक्ष,राउत,1
124,उपाध्यक्ष,ठकुरी,1
125,उपाध्यक्ष,बानो,1
126,उपाध्यक्ष,जप्रेल,1
127,उपाध्यक्ष,तमाङ,1
128,उपाध्यक्ष,मुखिया,1
129,उपाध्यक्ष,न्यौपाने,4
130,उपाध्यक्ष,ऐडी,1
131,उपाध्यक्ष,दाहाल,2
132,उपाध्यक्ष,ढुंगेल,1
133,उपाध्यक्ष,क्षेत्रीनी,1
134,उपाध्यक्ष,थरुनी,4
135,उपाध्यक्ष,विष्ट(बोगटी),1
136,उपाध्यक्ष,देवकोटा,1
137,उपाध्यक्ष,(रेग्मी),1
138,उपाध्यक्ष,खड्का(के.सी.),1
139,उपाध्यक्ष,भुजेल,1
140,उपाध्यक्ष,लामा(गुरुङ),1
141,उपाध्यक्ष,मल्ल,2
142,उपाध्यक्ष,पुन,5
143,उपाध्यक्ष,क्षेत्री,2
144,उपाध्यक्ष,उप्रती(बर्तोला),1
145,उपाध्यक्ष,क,2
146,उपाध्यक्ष,बुढा,11
147,उपाध्यक्ष,भगत,1
148,उपाध्यक्ष,सावद,1
149,उपाध्यक्ष,देबी,1
150,उपाध्यक्ष,पौडेल,2
151,उपाध्यक्ष,सी,1
152,उपाध्यक्ष,पौडयाल(भट्टराई),1
153,उपाध्यक्ष,दास,1
154,उपाध्यक्ष,तिलिजा,1
155,उपाध्यक्ष,रेग्मी,1
156,उपाध्यक्ष,तुम्बाहाम्फे,1
157,उपाध्यक्ष,खातुन,4
158,उपाध्यक्ष,चन्द,2
159,उपाध्यक्ष,देवी,9
160,उपाध्यक्ष,थामी(के.सी.),1
161,उपाध्यक्ष,रिमाल,1
162,उपाध्यक्ष,स्याङतान,1
163,उपाध्यक्ष,शेरचन,2
164,उपाध्यक्ष,वुढामागर,1
165,उपाध्यक्ष,वोहरा(बुढाथोकी,1
166,उपाध्यक्ष,राना,3
167,उपाध्यक्ष,कोइराला,1
168,उपाध्यक्ष,रिजाल,1
169,उपाध्यक्ष,बोहरा,4
170,उपाध्यक्ष,खडायत,1
171,उपाध्यक्ष,(दाहाल),1
172,उपाध्यक्ष,मोक्तान,1
173,उपाध्यक्ष,आङदेम्बे,1
174,उपाध्यक्ष,चौलागाई,1
175,उपाध्यक्ष,रुम्बा,1
176,उपाध्यक्ष,हरिजन,1
177,उपाध्यक्ष,देबि,1
178,उपाध्यक्ष,(सिग्देल),1
179,उपाध्यक्ष,घिसिङ,1
180,उपाध्यक्ष,पाठक,1
181,उपाध्यक्ष,वुढाथोकी,1
182,उपाध्यक्ष,वानो,1
183,उपाध्यक्ष,उपाध्याय,1
184,उपाध्यक्ष,बहिक,1
185,उपाध्यक्ष,अर्याल,1
186,उपाध्यक्ष,बुढा(घर्ती),1
187,उपाध्यक्ष,जोशी,2
188,उपाध्यक्ष,नेपाल,1
189,उपाध्यक्ष,हिमडुङ,1
190,उपाध्यक्ष,वाग्‍ले,1
191,उपाध्यक्ष,वली(डी.सी.),1
192,उपाध्यक्ष,तीवारी,1
193,उपाध्यक्ष,जि.सि.,1
194,उपाध्यक्ष,कन्दङवा,1
195,उपाध्यक्ष,खनाल,1
196,उपाध्यक्ष,बस्‍नेत,1
197,उपाध्यक्ष,ओझा,1
198,उपाध्यक्ष,बुढाथोकी,1
199,उपाध्यक्ष,मेहता,1
200,उपाध्यक्ष,तामाङ्ग,5
201,उपाध्यक्ष,चौहान,1
202,उपाध्यक्ष,साह,7
203,उपाध्यक्ष,शेर्पा,1
204,उपाध्यक्ष,विश्वकर्मा,2
205,उपाध्यक्ष,सिंखडा,1
206,उपाध्यक्ष,लिम्बु,2
207,उपाध्यक्ष,मुक्तान,1
208,उपाध्यक्ष,के.सी.,1
209,उपाध्यक्ष,विष्‍ट,2
210,उपाध्यक्ष,श्रेष्ठ,4
211,उपाध्यक्ष,(विष्‍ट),1
212,उपाध्यक्ष,तामाङ,7
213,उपाध्यक्ष,बुर्लाकोटी,1
214,उपाध्यक्ष,ताम्लिङ,1
215,उपाध्यक्ष,सुनार,1
216,उपाध्यक्ष,कुमारी,1
217,उपाध्यक्ष,भट्टराई,2
218,उपाध्यक्ष,कलवार,1
219,उपाध्यक्ष,श्रीवास्तवा,1
220,उपाध्यक्ष,गुप्ता,1
221,उपाध्यक्ष,लामा,7
222,उपाध्यक्ष,पराजुली/खड्का,1
223,उपाध्यक्ष,गुरुङ्ग,4
224,उपाध्यक्ष,विष्ट,2
225,उपाध्यक्ष,चौधरी,9
226,उपाध्यक्ष,(भट्टराई),1
227,उपाध्यक्ष,महतो,3
228,उपाध्यक्ष,साँवा,1
229,उपाध्यक्ष,राजवंशी,2
230,उपाध्यक्ष,के.सी,2
