S.No,Post,Caste,Count
56,अध्यक्ष,न्यौपाने,1
57,अध्यक्ष,राउत,1
58,अध्यक्ष,भट्ट,3
59,अध्यक्ष,घिमिरे,1
60,अध्यक्ष,जयसवाल,1
61,अध्यक्ष,पोखरेल,2
62,अध्यक्ष,कुँवर,2
63,अध्यक्ष,घलान,1
64,अध्यक्ष,बहडखेर,1
65,अध्यक्ष,रावत,2
66,अध्यक्ष,राई,21
67,अध्यक्ष,कुर्मी,2
68,अध्यक्ष,मंसुरी,1
69,अध्यक्ष,तामाङ,8
70,अध्यक्ष,नेपाल,1
71,अध्यक्ष,छत्याल,1
72,अध्यक्ष,मिया,1
73,अध्यक्ष,बन्जरा,1
74,अध्यक्ष,आचार्य,2
75,अध्यक्ष,गौतम,3
76,अध्यक्ष,सुब्बा,2
77,अध्यक्ष,शाह,4
78,अध्यक्ष,सिटौला,1
79,अध्यक्ष,मन्याल,1
80,अध्यक्ष,कोइरी,1
81,अध्यक्ष,साह,5
82,अध्यक्ष,शेरचन,1
83,अध्यक्ष,रोका,3
84,अध्यक्ष,योगी,1
85,अध्यक्ष,सिंह,5
86,अध्यक्ष,कटुवाल,1
87,अध्यक्ष,कामत,1
88,अध्यक्ष,सारु,1
89,अध्यक्ष,शुक्ल,1
90,अध्यक्ष,राना,3
91,अध्यक्ष,पुन,5
92,अध्यक्ष,(गिरी),1
93,अध्यक्ष,गनगाई,1
94,अध्यक्ष,केवट,2
95,अध्यक्ष,गुप्‍ता,1
96,अध्यक्ष,बम्जन,1
97,अध्यक्ष,विष्‍ट,3
98,अध्यक्ष,सावा,1
99,अध्यक्ष,प्रसाद,2
100,अध्यक्ष,चन्द,3
101,अध्यक्ष,कडरिया,1
102,अध्यक्ष,माखिम,1
103,अध्यक्ष,सेन,1
104,अध्यक्ष,लिम्बु,4
105,अध्यक्ष,केरुङग,1
106,अध्यक्ष,काफ्ले,2
107,अध्यक्ष,मेहता,1
108,अध्यक्ष,घ.क्षे.,1
109,अध्यक्ष,गुरुङ,11
110,अध्यक्ष,भुसाल,1
111,अध्यक्ष,ठकुरी,1
112,अध्यक्ष,जोशी,2
113,अध्यक्ष,अमात,1
114,अध्यक्ष,शेष,1
115,अध्यक्ष,के.सी(खत्री),1
116,अध्यक्ष,पोख्रेल,1
117,अध्यक्ष,बनिया,1
118,अध्यक्ष,वस्‍ती,1
119,अध्यक्ष,गोईत,1
120,अध्यक्ष,रोकाया,5
121,अध्यक्ष,सेजुवाल,1
122,अध्यक्ष,फडेरा,1
123,अध्यक्ष,वोगटी,1
124,अध्यक्ष,रोकामगर,1
125,अध्यक्ष,दाहाल,2
126,अध्यक्ष,मल्ल,5
127,अध्यक्ष,डाँगी,3
128,अध्यक्ष,गुप्ता,1
129,अध्यक्ष,चौरसिया,1
130,अध्यक्ष,सुडी,1
131,अध्यक्ष,शर्मा,4
132,अध्यक्ष,मुसलमान,1
133,अध्यक्ष,डुम्रेल,1
134,अध्यक्ष,भुजेल,1
135,अध्यक्ष,डल्लाकोटी,1
136,अध्यक्ष,सिलवाल,1
137,अध्यक्ष,इदिङगो,1
138,अध्यक्ष,चलाउने,1
139,अध्यक्ष,बस्नेत,3
140,अध्यक्ष,शर्मा(आचार्य),1
141,अध्यक्ष,वडायक,1
142,अध्यक्ष,वोहोरा-दाहाल,1
143,अध्यक्ष,उप्रेती,1
144,अध्यक्ष,धिताल,1
145,अध्यक्ष,वली,3
146,अध्यक्ष,कक्षपति,1
147,अध्यक्ष,बिष्ट,2
148,अध्यक्ष,कुमार,1
149,अध्यक्ष,खड्का,7
150,अध्यक्ष,खुलाल,1
151,अध्यक्ष,चेम्जोङ्ग,1
152,अध्यक्ष,विश्‍वकर्मा,1
153,अध्यक्ष,कानु,2
154,अध्यक्ष,दुलाल,1
155,अध्यक्ष,रावल,3
156,अध्यक्ष,रिजाल,1
157,अध्यक्ष,नेम्वाङ्ग,1
158,अध्यक्ष,माझी,1
159,अध्यक्ष,साउँद,2
160,अध्यक्ष,वर्मा,1
161,अध्यक्ष,मगर,10
162,अध्यक्ष,लमसाल,1
163,अध्यक्ष,जिम्वा,1
164,अध्यक्ष,हुमागाई,1
165,अध्यक्ष,थकाली,1
166,अध्यक्ष,चौलागाई,2
167,अध्यक्ष,खापुङ्ग,1
168,अध्यक्ष,भण्‍डारी,1
169,अध्यक्ष,लामा,13
170,अध्यक्ष,भोलन,1
171,अध्यक्ष,मुक्तान,1
172,अध्यक्ष,मानन्धर,1
173,अध्यक्ष,तिवारी,1
174,अध्यक्ष,वम,1
175,अध्यक्ष,थक्लुङ,1
176,अध्यक्ष,भोटे,1
177,अध्यक्ष,थामी,1
178,अध्यक्ष,तामाङ(मोक्तान),1
179,अध्यक्ष,कार्की,7
180,अध्यक्ष,अंसारी,2
181,अध्यक्ष,वस्याल,1
182,अध्यक्ष,गिरी,1
183,अध्यक्ष,बुढा,4
184,अध्यक्ष,बोहोरा,1
185,अध्यक्ष,लिङदेन,2
186,अध्यक्ष,चौधरी,10
187,अध्यक्ष,खत्री,2
188,अध्यक्ष,अधिकारी,3
189,अध्यक्ष,क्षेत्री,5
190,अध्यक्ष,विष्ट,2
191,अध्यक्ष,रानामगर,1
192,अध्यक्ष,उपाध्याय,1
193,अध्यक्ष,विन,1
194,अध्यक्ष,,2
195,अध्यक्ष,तमाङ,3
196,अध्यक्ष,श्रेष्‍ठ,3
197,अध्यक्ष,(कुलुङ),1
