S.No,Post,Caste,Count
242,वडा अध्यक्ष,सलामी,1
243,वडा अध्यक्ष,लिम्वु,16
244,वडा अध्यक्ष,तुम्रोक,1
245,वडा अध्यक्ष,वलम्‍पाकी,1
246,वडा अध्यक्ष,रेग्‍मी,5
247,वडा अध्यक्ष,तुम्बा,1
248,वडा अध्यक्ष,भुषाल,1
249,वडा अध्यक्ष,गुप्‍त,1
250,वडा अध्यक्ष,पन्थ,1
251,वडा अध्यक्ष,कुम्हार,2
252,वडा अध्यक्ष,ग्याम्जन,1
253,वडा अध्यक्ष,कुटु,1
254,वडा अध्यक्ष,न्‍यौपाने,5
255,वडा अध्यक्ष,न्यौपाने‍,1
256,वडा अध्यक्ष,वि.क़.,1
257,वडा अध्यक्ष,योङहाङ,1
258,वडा अध्यक्ष,गौतम,36
259,वडा अध्यक्ष,सिग्देल,4
260,वडा अध्यक्ष,भोम्जन,4
261,वडा अध्यक्ष,बास्तोला,2
262,वडा अध्यक्ष,(शर्मा),1
263,वडा अध्यक्ष,बर्मा,2
264,वडा अध्यक्ष,पछेरा,1
265,वडा अध्यक्ष,थापामगर,10
266,वडा अध्यक्ष,सिल्वाल,2
267,वडा अध्यक्ष,चुडाल,1
268,वडा अध्यक्ष,ऐर,8
269,वडा अध्यक्ष,चौरासिया,1
270,वडा अध्यक्ष,धरेल,1
271,वडा अध्यक्ष,वि.क,4
272,वडा अध्यक्ष,मागर,1
273,वडा अध्यक्ष,खङ्का,1
274,वडा अध्यक्ष,इमाम,1
275,वडा अध्यक्ष,नेजामुदिन,1
276,वडा अध्यक्ष,(लामा),1
277,वडा अध्यक्ष,लिम्ब‍ु,1
278,वडा अध्यक्ष,ढोडारी,1
279,वडा अध्यक्ष,वाजी,1
280,वडा अध्यक्ष,खनिया,1
281,वडा अध्यक्ष,गुरुङ्क,1
282,वडा अध्यक्ष,पाध्या,2
283,वडा अध्यक्ष,नेम्बाङ्ग,2
284,वडा अध्यक्ष,अग्रहरी,2
285,वडा अध्यक्ष,दुरुङ्च्याङ,1
286,वडा अध्यक्ष,शेरमन्जा,1
287,वडा अध्यक्ष,बुढथापा,1
288,वडा अध्यक्ष,माखिम,1
289,वडा अध्यक्ष,सुहाङ,1
290,वडा अध्यक्ष,हलुवाई,1
291,वडा अध्यक्ष,आत्रेय,1
292,वडा अध्यक्ष,गोजेवार,1
293,वडा अध्यक्ष,पोखरेल,18
294,वडा अध्यक्ष,केरुङ,1
295,वडा अध्यक्ष,सुव्वा,1
296,वडा अध्यक्ष,खड्‍का,4
297,वडा अध्यक्ष,जोशी,28
298,वडा अध्यक्ष,थनेत,1
299,वडा अध्यक्ष,प्रधान,1
300,वडा अध्यक्ष,बेल्‍वासे,1
301,वडा अध्यक्ष,मिश्र,16
302,वडा अध्यक्ष,कामत,3
303,वडा अध्यक्ष,ढुङ्गेल,2
304,वडा अध्यक्ष,खत्रि,1
305,वडा अध्यक्ष,जप्रेल,2
306,वडा अध्यक्ष,बुचा,1
307,वडा अध्यक्ष,चापागाई,7
308,वडा अध्यक्ष,चित्रकार,2
309,वडा अध्यक्ष,साङपाङ,1
310,वडा अध्यक्ष,सलाम,1
311,वडा अध्यक्ष,राजपुत,1
312,वडा अध्यक्ष,पाण्‍डे,4
313,वडा अध्यक्ष,पालुङवा,1
314,वडा अध्यक्ष,बढाथोकी,2
315,वडा अध्यक्ष,वराल,5
316,वडा अध्यक्ष,दानी,1
317,वडा अध्यक्ष,कुजडा,1
318,वडा अध्यक्ष,राम,1
319,वडा अध्यक्ष,रोका,18
320,वडा अध्यक्ष,इमामुदिन,1
321,वडा अध्यक्ष,वहेकक्षेत्री,1
322,वडा अध्यक्ष,सुब्वा,1
323,वडा अध्यक्ष,चमार,2
324,वडा अध्यक्ष,वयक,1
325,वडा अध्यक्ष,दयाल,1
326,वडा अध्यक्ष,अंगाई,1
327,वडा अध्यक्ष,घोरसाइनी,1
328,वडा अध्यक्ष,चाम्लीङ्ग,2
329,वडा अध्यक्ष,यङ्गहाङ्ग,1
330,वडा अध्यक्ष,आलम,6
331,वडा अध्यक्ष,देसार,1
332,वडा अध्यक्ष,बुढा,66
333,वडा अध्यक्ष,पंगेनी,1
334,वडा अध्यक्ष,मिश्रा,2
335,वडा अध्यक्ष,रुम्बा,2
336,वडा अध्यक्ष,पिठाकोटे,1
337,वडा अध्यक्ष,पंगनी,1
338,वडा अध्यक्ष,मन्सुरी,1
339,वडा अध्यक्ष,फागो/लिम्बु,1
340,वडा अध्यक्ष,सन्यासी,1
341,वडा अध्यक्ष,गोले,3
342,वडा अध्यक्ष,फडेरा,1
343,वडा अध्यक्ष,साँवा,1
344,वडा अध्यक्ष,वानिया,1
345,वडा अध्यक्ष,जर्गा,1
346,वडा अध्यक्ष,चौधरी,212
347,वडा अध्यक्ष,राई(याम्फु),1
348,वडा अध्यक्ष,बुढाक्षेत्री,1
349,वडा अध्यक्ष,रानामगर,1
350,वडा अध्यक्ष,मंसुरी,4
351,वडा अध्यक्ष,तुम्वापो,1
352,वडा अध्यक्ष,पाहीम,1
353,वडा अध्यक्ष,हारुन,1
354,वडा अध्यक्ष,गदी,2
355,वडा अध्यक्ष,ताल्चाभडेल,1
356,वडा अध्यक्ष,थिङ,8
357,वडा अध्यक्ष,गुरुङ्ग,85
358,वडा अध्यक्ष,पहारी,1
359,वडा अध्यक्ष,बैदवार,1
360,वडा अध्यक्ष,खड्का,89
361,वडा अध्यक्ष,पुलामी,5
362,वडा अध्यक्ष,कामी,9
363,वडा अध्यक्ष,भनारी,1
364,वडा अध्यक्ष,लिम्‍वु,1
365,वडा अध्यक्ष,(खनाल),1
366,वडा अध्यक्ष,भलामी,1
367,वडा अध्यक्ष,नेटुवा,1
368,वडा अध्यक्ष,न्यौपाने,42
369,वडा अध्यक्ष,मल्‍ल,3
370,वडा अध्यक्ष,साह,97
371,वडा अध्यक्ष,बाग,1
372,वडा अध्यक्ष,जागरी,1
373,वडा अध्यक्ष,रुम्‍बा,1
374,वडा अध्यक्ष,प्रजा,11
375,वडा अध्यक्ष,सेढाई,2
376,वडा अध्यक्ष,पोडेल,1
377,वडा अध्यक्ष,झेडी,2
378,वडा अध्यक्ष,कुमाई,1
379,वडा अध्यक्ष,वरई,1
380,वडा अध्यक्ष,पासमान,3
381,वडा अध्यक्ष,मल्ल,34
382,वडा अध्यक्ष,बढुवाल,1
383,वडा अध्यक्ष,वि.सी,1
384,वडा अध्यक्ष,डाँगी,15
385,वडा अध्यक्ष,कामैत,1
386,वडा अध्यक्ष,यदुवीर,1
387,वडा अध्यक्ष,डि.सी.,1
388,वडा अध्यक्ष,हुमागाई,2
389,वडा अध्यक्ष,साँवत,1
390,वडा अध्यक्ष,संजेल,1
391,वडा अध्यक्ष,जोरा,1
392,वडा अध्यक्ष,खनाल,28
393,वडा अध्यक्ष,पहाडी,1
394,वडा अध्यक्ष,प्रजापती,1
395,वडा अध्यक्ष,गडाल,1
396,वडा अध्यक्ष,गजुरेल,5
397,वडा अध्यक्ष,तिमल्सिना,7
398,वडा अध्यक्ष,भुसाल,16
399,वडा अध्यक्ष,मरासीनी,1
400,वडा अध्यक्ष,जि.सि.,1
401,वडा अध्यक्ष,बस्नेत,54
402,वडा अध्यक्ष,प्रजु,1
403,वडा अध्यक्ष,लोहार,4
404,वडा अध्यक्ष,गोदार,1
405,वडा अध्यक्ष,अर्याल,17
406,वडा अध्यक्ष,प्रसाद,10
407,वडा अध्यक्ष,खलिक,1
408,वडा अध्यक्ष,राकसकोटी,1
409,वडा अध्यक्ष,लोप्चन,3
410,वडा अध्यक्ष,महर्जन,39
411,वडा अध्यक्ष,हुसेन,1
412,वडा अध्यक्ष,तामाङ,129
413,वडा अध्यक्ष,नास्ननी,1
414,वडा अध्यक्ष,भोटे,6
415,वडा अध्यक्ष,जवेगु,1
416,वडा अध्यक्ष,खुलाल,2
417,वडा अध्यक्ष,मरासिनी,1
418,वडा अध्यक्ष,(लुहार),1
419,वडा अध्यक्ष,सञ्जेल,1
420,वडा अध्यक्ष,पुजारा,1
421,वडा अध्यक्ष,धानुक),1
422,वडा अध्यक्ष,खदाल,1
423,वडा अध्यक्ष,कटुवाल,14
424,वडा अध्यक्ष,हयौमिखा,1
425,वडा अध्यक्ष,शु्क्ल,1
426,वडा अध्यक्ष,रस्तोगी,1
427,वडा अध्यक्ष,ज्याख्व,1
428,वडा अध्यक्ष,पचभैया,1
429,वडा अध्यक्ष,भट्टराई,40
430,वडा अध्यक्ष,पाण्डेय,11
431,वडा अध्यक्ष,मलाह,5
432,वडा अध्यक्ष,मुक्तान,9
433,वडा अध्यक्ष,पौख्रेल,1
434,वडा अध्यक्ष,खड्‌का,1
435,वडा अध्यक्ष,देउवा,2
436,वडा अध्यक्ष,मानन्‍धर,1
437,वडा अध्यक्ष,भेटवाल,1
438,वडा अध्यक्ष,क्षेत्री,55
439,वडा अध्यक्ष,वाईवा,4
440,वडा अध्यक्ष,रावत,24
441,वडा अध्यक्ष,तामङ,1
442,वडा अध्यक्ष,महत्तो,1
443,वडा अध्यक्ष,आले,24
444,वडा अध्यक्ष,मगर,154
445,वडा अध्यक्ष,विमली,1
446,वडा अध्यक्ष,बनिया,4
447,वडा अध्यक्ष,राठौर,1
448,वडा अध्यक्ष,श्रेष्‍ठ,87
449,वडा अध्यक्ष,पौडेल,56
450,वडा अध्यक्ष,लम्साल,8
451,वडा अध्यक्ष,मल्लाह,2
452,वडा अध्यक्ष,तमाङ,29
453,वडा अध्यक्ष,स्‍याङ्तान,1
454,वडा अध्यक्ष,पजियार,3
455,वडा अध्यक्ष,बोम्जन,1
456,वडा अध्यक्ष,पहरी,1
457,वडा अध्यक्ष,आचार्य,43
458,वडा अध्यक्ष,मिजार,2
459,वडा अध्यक्ष,दुलाल,7
460,वडा अध्यक्ष,तमाङ्ग,2
461,वडा अध्यक्ष,भंण्डारी,1
462,वडा अध्यक्ष,बम्जन,1
463,वडा अध्यक्ष,वाग्ले,5
464,वडा अध्यक्ष,सिहं,9
465,वडा अध्यक्ष,निषाद,1
466,वडा अध्यक्ष,राउत,25
467,वडा अध्यक्ष,वम,1
468,वडा अध्यक्ष,बराल,12
469,वडा अध्यक्ष,जोसी,1
470,वडा अध्यक्ष,वनिया,2
471,वडा अध्यक्ष,नुरुल्लाह,1
472,वडा अध्यक्ष,इनुस,1
473,वडा अध्यक्ष,जंगम,2
474,वडा अध्यक्ष,तिमिल्सिना,4
475,वडा अध्यक्ष,वंशी,1
476,वडा अध्यक्ष,भगत,4
477,वडा अध्यक्ष,गाहा,3
478,वडा अध्यक्ष,महरा,8
479,वडा अध्यक्ष,तिमल्सेना,1
480,वडा अध्यक्ष,कापर,5
481,वडा अध्यक्ष,राय,39
482,वडा अध्यक्ष,योङहाङ्ग,2
483,वडा अध्यक्ष,बिश्वकर्मा,1
484,वडा अध्यक्ष,केवट,5
485,वडा अध्यक्ष,ढुंगेल,2
486,वडा अध्यक्ष,कुसियत,1
487,वडा अध्यक्ष,वस्‍नेत,2
488,वडा अध्यक्ष,भण्डारि,1
489,वडा अध्यक्ष,तामाड,1
490,वडा अध्यक्ष,जि.सी.,5
491,वडा अध्यक्ष,सुर्खेती,1
492,वडा अध्यक्ष,जमाल,1
493,वडा अध्यक्ष,गडेरिया,1
494,वडा अध्यक्ष,स्याङवा,1
495,वडा अध्यक्ष,भण्‍डारी,6
496,वडा अध्यक्ष,दशौदी,1
497,वडा अध्यक्ष,ज्यु,1
498,वडा अध्यक्ष,रिमाल,4
499,वडा अध्यक्ष,खवास,2
500,वडा अध्यक्ष,खान,1
501,वडा अध्यक्ष,घिमिरे,23
502,वडा अध्यक्ष,खायमली,1
503,वडा अध्यक्ष,रोकया,1
504,वडा अध्यक्ष,पातली,1
505,वडा अध्यक्ष,बलामी,2
506,वडा अध्यक्ष,गोतामे,1
507,वडा अध्यक्ष,पूलामी,1
508,वडा अध्यक्ष,धवल,1
509,वडा अध्यक्ष,पाण्‍डेय,1
510,वडा अध्यक्ष,हेन्जन,1
511,वडा अध्यक्ष,गुरुङ्,1
512,वडा अध्यक्ष,दर्लामी,9
513,वडा अध्यक्ष,सुसलिङ्ग,1
514,वडा अध्यक्ष,बरै,1
515,वडा अध्यक्ष,चवाल,1
516,वडा अध्यक्ष,मण्‍डल,4
517,वडा अध्यक्ष,पहराई,1
518,वडा अध्यक्ष,पंडीत,1
519,वडा अध्यक्ष,डाङ्गी,1
520,वडा अध्यक्ष,जिरेल,1
521,वडा अध्यक्ष,मडै,1
522,वडा अध्यक्ष,कार्की,89
523,वडा अध्यक्ष,हिराचन,2
524,वडा अध्यक्ष,रोकाया,35
525,वडा अध्यक्ष,राइ,1
526,वडा अध्यक्ष,कुनवर,1
527,वडा अध्यक्ष,दुरा,2
528,वडा अध्यक्ष,चापाँगाइ,1
529,वडा अध्यक्ष,खालिङ,1
530,वडा अध्यक्ष,साउँद,10
531,वडा अध्यक्ष,वुढाथोकी,6
532,वडा अध्यक्ष,शाह,24
533,वडा अध्यक्ष,क्षेत्रि,2
534,वडा अध्यक्ष,रोकाय,4
535,वडा अध्यक्ष,कैराती,1
536,वडा अध्यक्ष,(ठाकुर),1
537,वडा अध्यक्ष,देबी,1
538,वडा अध्यक्ष,अवाले,1
539,वडा अध्यक्ष,लोहनी,2
540,वडा अध्यक्ष,सुवेदी,22
541,वडा अध्यक्ष,(श्रीस),1
542,वडा अध्यक्ष,टण्डन,1
543,वडा अध्यक्ष,देउपा,1
544,वडा अध्यक्ष,भण्डारी,62
545,वडा अध्यक्ष,तामाङग,1
546,वडा अध्यक्ष,सुबेदि,1
547,वडा अध्यक्ष,केशरी,1
548,वडा अध्यक्ष,आजम,1
549,वडा अध्यक्ष,गर्बुजा,2
550,वडा अध्यक्ष,सिंजाली,1
551,वडा अध्यक्ष,जि.सी,5
552,वडा अध्यक्ष,लो,3
553,वडा अध्यक्ष,महतारा,9
554,वडा अध्यक्ष,लिम्बू,7
555,वडा अध्यक्ष,स्‍्याबो,1
556,वडा अध्यक्ष,गंगाई,1
557,वडा अध्यक्ष,पन्थी,5
558,वडा अध्यक्ष,जैशी,6
559,वडा अध्यक्ष,अहमद,3
560,वडा अध्यक्ष,पंडित,2
561,वडा अध्यक्ष,ताजपुरीया,1
562,वडा अध्यक्ष,धर्तिमगर,1
563,वडा अध्यक्ष,संज्‍याल,1
564,वडा अध्यक्ष,कोहार,2
565,वडा अध्यक्ष,थापा),1
566,वडा अध्यक्ष,इटनी,2
567,वडा अध्यक्ष,बन्टाकी,1
568,वडा अध्यक्ष,"सुर्य,मगर",1
569,वडा अध्यक्ष,साउदँ,1
570,वडा अध्यक्ष,झेडीमगर,1
571,वडा अध्यक्ष,कुश्‍वाहा,1
572,वडा अध्यक्ष,घिसिङग,1
573,वडा अध्यक्ष,त्यात,1
574,वडा अध्यक्ष,डागी,1
575,वडा अध्यक्ष,राईन,2
576,वडा अध्यक्ष,दाहाल,19
577,वडा अध्यक्ष,पाध्याय,1
578,वडा अध्यक्ष,वयम्वु,1
579,वडा अध्यक्ष,गिरी,32
580,वडा अध्यक्ष,लटौला,1
581,वडा अध्यक्ष,श्रीश,1
582,वडा अध्यक्ष,नेकोर,1
583,वडा अध्यक्ष,नेसुर,1
584,वडा अध्यक्ष,गुरौ,1
585,वडा अध्यक्ष,ईजम,1
586,वडा अध्यक्ष,जिमी,1
587,वडा अध्यक्ष,मियाँ,18
588,वडा अध्यक्ष,थामी,7
589,वडा अध्यक्ष,जाली,1
590,वडा अध्यक्ष,राइन,2
591,वडा अध्यक्ष,नामजाली,1
592,वडा अध्यक्ष,कवडिया,1
593,वडा अध्यक्ष,कामि,2
594,वडा अध्यक्ष,खिम्दिङ,1
595,वडा अध्यक्ष,उपाध्‍याय,1
596,वडा अध्यक्ष,शेरचन,4
597,वडा अध्यक्ष,कार्कि,3
598,वडा अध्यक्ष,दंगाल,3
599,वडा अध्यक्ष,मिया(अंसारी),1
600,वडा अध्यक्ष,गोढ,1
601,वडा अध्यक्ष,माझी,12
602,वडा अध्यक्ष,वज्राचार्य,1
603,वडा अध्यक्ष,छन्‍त्‍याल,1
604,वडा अध्यक्ष,चिमरिया,1
605,वडा अध्यक्ष,लिगल,1
606,वडा अध्यक्ष,बेल्बासे,1
607,वडा अध्यक्ष,दुवे,1
608,वडा अध्यक्ष,तामाङ्ग,46
609,वडा अध्यक्ष,यादव,324
610,वडा अध्यक्ष,जोशि,1
611,वडा अध्यक्ष,हकिम,1
612,वडा अध्यक्ष,रोकाहा,2
613,वडा अध्यक्ष,ठाकुर,12
614,वडा अध्यक्ष,कुलुङ,1
615,वडा अध्यक्ष,चेम्जोङ्ग,1
616,वडा अध्यक्ष,तुम्वाहाङफे,1
617,वडा अध्यक्ष,गुप्‍ता,7
618,वडा अध्यक्ष,कापैर,1
619,वडा अध्यक्ष,तितुङ,1
620,वडा अध्यक्ष,मण्डेल,1
621,वडा अध्यक्ष,कुमाल,7
622,वडा अध्यक्ष,खापुङ्ग,1
