S.No,Post,Caste,Count
1072,all,स्‍्याबो,1
1073,all,लोहारनी,1
1074,all,तारिक,1
1075,all,/तामाङ,1
1076,all,पार्कि,2
1077,all,तमांग,1
1078,all,तेथवार,1
1079,all,पोख्रेल,52
1080,all,तोलाङ्गी,2
1081,all,बारघरे,2
1082,all,केदेम,1
1083,all,ढेगा,1
1084,all,(गिरी),2
1085,all,ढुङगाना,3
1086,all,लिम्बुखिङ,1
1087,all,विश्‍वर्कमा,1
1088,all,धुराल,2
1089,all,बान्तोला,1
1090,all,भुजुवा,1
1091,all,कडेल,14
1092,all,खंग,18
1093,all,शिवाकोटी,15
1094,all,(चाम्लिङ),1
1095,all,फोपाहाङ्ग,1
1096,all,(वांतर),1
1097,all,बाठा,1
1098,all,सोब,1
1099,all,अंसारी,66
1100,all,जमकटेल,1
1101,all,कैनी,1
1102,all,आग्री,4
1103,all,(राई),2
1104,all,राई(चाम्लिङ),1
1105,all,(याम्‍फु),1
1106,all,ठाकुर(हजाम),2
1107,all,(थापा),8
1108,all,भोलन,5
1109,all,मिभक,1
1110,all,कहाइन,1
1111,all,गुप्त,1
1112,all,चौधरी(थारु),7
1113,all,धिताल,12
1114,all,दराई,3
1115,all,गोदामी,1
1116,all,(कुवँर),1
1117,all,चापागाई,22
1118,all,घोरसाइनी,1
1119,all,रानभाट,1
1120,all,(वराल),1
1121,all,टमता,1
1122,all,कँडेल[खत्री][थापा],1
1123,all,शिल्पकार,1
1124,all,विश्वक्रर्मा,1
1125,all,(बिष्‍ट),1
1126,all,(उप्रेती),2
1127,all,मंग्रती,1
1128,all,सिन्देल,1
1129,all,डाँगि(ओली),1
1130,all,(रानाभाट),1
1131,all,नेपाली(दर्जी),1
1132,all,खड‍्का,1
1133,all,खड्रका,1
1134,all,मालवुल,1
1135,all,धातुक,1
1136,all,लामिछाने,57
1137,all,वि.क़.,7
1138,all,मुखिया,55
1139,all,साफि,1
1140,all,द्योला,1
1141,all,थेबे,4
1142,all,(थुलुङ),1
1143,all,खत्वेनी,5
1144,all,क्षेष्ठ,1
1145,all,नाँउ,1
1146,all,सरदारनी,1
1147,all,चौगुठि,1
1148,all,ढलकुटी,1
1149,all,साँवा,3
1150,all,लिम्ब‍ु,1
1151,all,चापागाँई,1
1152,all,घर्तीनी,1
1153,all,सरकार,1
1154,all,गरेडी,3
1155,all,परियार्,1
1156,all,केशरी,4
1157,all,चर्माकार,2
1158,all,बुर्लाकोटी,1
1159,all,तिवारी,53
1160,all,धराला,3
1161,all,खतिवडा(दहाल),1
1162,all,(सारु),1
1163,all,खेरवार,1
1164,all,रुचाल,5
1165,all,हायू/राई,1
1166,all,पुजारी,1
1167,all,थजाली,1
1168,all,बेगम,6
1169,all,वडही,3
1170,all,मिया,80
1171,all,पन्थी(पाण्डेय),1
1172,all,ढाँट,5
1173,all,ग्‍लान,1
1174,all,गूरुङ,3
1175,all,रोक्का/मिजार,1
1176,all,मानन्‍धर,2
1177,all,लावड,8
1178,all,निर्मोही,1
1179,all,खनिया,2
1180,all,पंगनी,1
1181,all,कुडमाल,1
1182,all,सि.के,1
1183,all,अयडी,3
1184,all,नुनीया,1
1185,all,कोली(बिक),1
1186,all,ठकुराइ,2
1187,all,चौलागाईं,2
1188,all,शर्मा,160
1189,all,(कामी),3
1190,all,घोरससाइनी,1
1191,all,कमी,1
1192,all,बीष्ट,1
1193,all,चिमोरिया,1
1194,all,गोडिया,3
1195,all,द्धारीया,1
1196,all,काप्री,2
1197,all,देउला,2
1198,all,सिंतान,7
1199,all,गुरुङग,12
1200,all,लिम्वु(लिङदेन),1
1201,all,बरई,4
1202,all,रखाली,1
1203,all,मुराउ,7
1204,all,तमु,1
1205,all,खडगा,1
1206,all,गुरागाई,2
1207,all,श्रवण,1
1208,all,साँवत,2
1209,all,पाहीम,1
1210,all,(तामाङ्ग),2
1211,all,शेर्पिनी,1
1212,all,(कुमार),1
1213,all,लाम्गाते,1
1214,all,थिंग,1
1215,all,राम्जाली,1
1216,all,ऋषीदेव,1
1217,all,थलाल,1
1218,all,आरा,1
1219,all,सुवाल,6
1220,all,स्‍याङतान,5
1221,all,पाध्‍यानी,1
1222,all,कथवननिया,1
1223,all,वरही,4
1224,all,मलाहीन,1
1225,all,तामाङ(मोक्तान),1
1226,all,तिमल्सीना,7
1227,all,चन्द,96
1228,all,सहकारी(भण्डारी),1
1229,all,वि..क.,1
1230,all,सि‌ह,3
1231,all,तामाङनी,3
1232,all,सिल्‍वाल,1
1233,all,लमिछाने,1
1234,all,मुसहर्नी,6
1235,all,हौजाली,1
1236,all,ठेकरे,3
1237,all,डल्लाकोटी,4
1238,all,के.सी.(खत्री),1
1239,all,रामजली,1
1240,all,गोजेवार,1
1241,all,मुसहरनी,2
1242,all,बुढा,315
1243,all,डसाल,1
1244,all,घटानी,1
1245,all,दर्लामी,25
1246,all,विसुङे,1
1247,all,रुम्‍वा,2
1248,all,वास्तोला,4
1249,all,रनपाल,1
1250,all,बढुवाल,4
1251,all,चाम्‍लिङ,1
1252,all,"मण्‍डल,केवट",1
1253,all,अमात्‍य,1
1254,all,बैठाइन,1
1255,all,महम्‍मद,1
1256,all,कन्‍दङवा,1
1257,all,दमाइनी,1
1258,all,विष्ट(खडका),1
1259,all,थुलुङ,1
1260,all,नावा,1
1261,all,धमी,1
1262,all,वुढाथोकी,25
1263,all,(नेपाली),5
1264,all,कुमाई,4
1265,all,विश्वकर,1
1266,all,साउदेन,2
1267,all,हुसेन,15
1268,all,गोपाली,6
1269,all,(पौड्याल),1
1270,all,डाङ्गी,2
1271,all,फागु,2
1272,all,कामैत,7
1273,all,तैयव,1
1274,all,खातून,1
1275,all,जलिल,1
1276,all,झेडीमगर,1
1277,all,पाइजा,2
1278,all,लिम्वू,13
1279,all,सेख,5
1280,all,अहिर,83
1281,all,केवटीन,2
1282,all,बराल,40
1283,all,स्याङतान,22
1284,all,बन्जारा,3
1285,all,मोते,4
1286,all,यदाव,1
1287,all,इसराफील,1
1288,all,सुनुवार,66
1289,all,केपछाकी,1
1290,all,तितुङ,6
1291,all,माङलाक,1
1292,all,कब्दार,1
1293,all,सोनारीन,2
1294,all,मरीक,2
1295,all,यादवनी,5
1296,all,शाह,64
1297,all,परिवार,3
1298,all,हयौमिखा,1
1299,all,दमिनि,1
1300,all,(चिदी),1
1301,all,वुदा,1
1302,all,क्षेत्रि,2
1303,all,स्याङ्गतान,2
1304,all,दास(तत्मा),1
1305,all,क,109
1306,all,रेग्‍मी,10
1307,all,सिंखडा,4
1308,all,बजागई,1
1309,all,वती,1
1310,all,पुडासैनी,19
1311,all,तिरुवा,27
1312,all,नेपाली(अछामी),1
1313,all,भक्री,2
1314,all,तिमिल्सैना,4
1315,all,बलाएर,1
1316,all,गोले,26
1317,all,वाँस्कोटा,1
1318,all,रिख्‍यासन,1
1319,all,कलवार,39
1320,all,निरुदिन,1
1321,all,भण्‍डारी,29
1322,all,सिल्वाल,3
1323,all,माल,2
1324,all,मुसहर,31
1325,all,अमात,12
1326,all,समिन,1
1327,all,पती,1
1328,all,बि.क.,90
1329,all,सुवेदी,101
1330,all,उपाध्‍याय,8
1331,all,(खड्का),4
1332,all,नेसुर,1
1333,all,दमार्इ,1
1334,all,सडौला,1
1335,all,त्वाटी,1
1336,all,प्रजु,1
1337,all,लिङदेन,4
1338,all,हास्दा,1
1339,all,वानो,1
1340,all,सिं‌ह,1
1341,all,कायस्थ,3
1342,all,दमाई,272
1343,all,तामङ,2
1344,all,पासमान,88
1345,all,खत्‍बे,4
1346,all,सिंगदन,1
1347,all,बोट,1
1348,all,दरै,8
1349,all,रास्कोटी,7
1350,all,"लिम्बु,इम्बुङ",1
1351,all,काम्वाङ,1
1352,all,गच्छदार,3
1353,all,बैद्य,1
1354,all,अस्तानी,1
1355,all,सि.के.,1
1356,all,रिठाल,2
1357,all,सम्वाहाम्फे,1
1358,all,जोहिर,1
1359,all,कुस्वार,2
1360,all,न्यौपाने(ढुङ्गाना),1
1361,all,माङमो,1
1362,all,क),1
1363,all,दे्वी,1
1364,all,कुनवर,1
1365,all,/वर्मा,1
1366,all,प्याठ,1
1367,all,बुढा(घर्ती),1
1368,all,जोशी/कार्की,1
1369,all,डुण्डुप,1
1370,all,बञ्‍जाडे,1
1371,all,पुर्बे,1
1372,all,राय,144
1373,all,मंग्राती,7
1374,all,यक्सो,1
1375,all,शास्त्री,1
1376,all,मंसुर,11
1377,all,पंण्डित,1
1378,all,सिग्‍देल,1
1379,all,मु‌ग्राती,1
1380,all,(थिङ),2
1381,all,(कट्टेल),1
1382,all,लुवार,10
1383,all,दंगाली,1
1384,all,बन्जाडे,5
1385,all,पुडाशैनी,1
1386,all,न्यौपाने(धिताल),1
1387,all,गौचन,5
1388,all,उराँव,7
1389,all,चाड,2
1390,all,भोटे,14
1391,all,खासु,2
1392,all,बैश्य,1
1393,all,फुलारा,2
1394,all,तुम्सा,1
1395,all,बिश्‍वास,3
1396,all,दमीनी,2
1397,all,परियार(दमै),1
1398,all,(दमै),1
1399,all,रामदाम,2
1400,all,(पाध्य),1
1401,all,ज्वारचन,1
1402,all,चमार,135
1403,all,मिँया,2
1404,all,उदाश,1
1405,all,स्याँडा,3
1406,all,धुनीया,1
1407,all,कपाली,3
1408,all,गाइने,1
1409,all,सेलिङ,2
1410,all,"गौतम,पोखरेल",1
1411,all,(परियार),2
1412,all,वानिया,7
1413,all,कार्की[भण्डारी],1
1414,all,शंकर,3
1415,all,टोमटा,2
1416,all,खत्वैनी,3
1417,all,प्यासी,1
1418,all,सुन्चरी,1
1419,all,धुनियाँ,1
1420,all,साह(सोनार),1
1421,all,कामी\खाती,1
1422,all,गोतामे,9
1423,all,सम्बाहाम्फे,2
1424,all,लोधीन,2
1425,all,साहु(हलुवाई),1
1426,all,खड्गा,1
1427,all,ख‌ंग,1
1428,all,ग्‍वार,1
1429,all,विसुंके,1
1430,all,हायु,2
1431,all,कन्द्ङवा,1
1432,all,मण्‍डल,31
1433,all,.सी,1
1434,all,योगी(गिरी),1
1435,all,सिटौला,14
1436,all,धेके,1
1437,all,श्रीवास्तव,10
1438,all,दसौदी,1
1439,all,मगत,1
1440,all,थापा,776
1441,all,रीमाल,1
1442,all,पुर्जामगर,1
1443,all,भलामी,1
1444,all,बोहरा(रोकाया),1
1445,all,रसाइलि,1
1446,all,शी,1
1447,all,टानटा,1
1448,all,(कार्की),2
1449,all,सिजापति,3
1450,all,बदिनी,1
1451,all,रिजेल,1
1452,all,(बैश्य),1
1453,all,साँउद,8
1454,all,पून,1
1455,all,ब्याञ्जु,1
1456,all,(कुलुङ),16
1457,all,पंचकोटी,1
1458,all,कोलि,1
1459,all,श‍ेष,1
1460,all,अब्वास,1
1461,all,उपाधयाय,1
1462,all,बाँसकोटा,1
1463,all,ध्यावा,1
1464,all,ठाडा,8
1465,all,शेर्मा,4
1466,all,तिम्‍सीना,1
1467,all,लिगल,2
1468,all,भुजेल,56
1469,all,बुचा,3
1470,all,संग्रौला,3
1471,all,सुव्वा,3
1472,all,चैधरी,1
1473,all,धुनिया,9
1474,all,कुशवाहा,24
1475,all,बैजु,2
1476,all,घिसिङग,1
1477,all,अछामे,2
1478,all,जि.सि.,3
1479,all,पासीन,7
1480,all,गुप्‍त,1
1481,all,हलुवाई,9
1482,all,तामाङ्‍ग,2
1483,all,नाऊ,2
1484,all,चुरौटनी,1
1485,all,सर्कीनी,6
1486,all,राजधामी,3
1487,all,कम्ती,1
1488,all,बोम्जन,3
1489,all,पजियार,8
1490,all,विश्ककर्मा,1
1491,all,महेश्‍वर,1
1492,all,बाडे,2
1493,all,वर्देवा,4
1494,all,ताल्चाभडेल,1
1495,all,रुम्वा,2
1496,all,रेता,1
1497,all,गरञ्जा,1
1498,all,देबी,26
1499,all,मगर्नी,4
1500,all,समाल/मगर,1
1501,all,वोहोरा,15
1502,all,लोहनी,8
1503,all,पण्डीत,2
1504,all,-,45
1505,all,खड्का(थापा),1
1506,all,खांण,1
1507,all,अँसारी,1
1508,all,घ्लान,1
1509,all,दराइ,1
1510,all,पुनमगर,14
1511,all,विश्वास,2
1512,all,मुखीया,1
1513,all,तमाङगनी,1
1514,all,(जर्घा),1
1515,all,रेस्मी,1
1516,all,सुयल,4
1517,all,तिमल्सिना,33
1518,all,राहुल,1
1519,all,दली,1
1520,all,तीरुवा,1
1521,all,साम्सोहाङ,1
1522,all,वडायक,1
1523,all,तुरहा,2
1524,all,सी.,11
1525,all,धर्ती,1
1526,all,वेल्वासे,3
1527,all,जप्रेल,6
1528,all,गडाल,1
1529,all,थरुइन,1
1530,all,क्षेत्रीनी,1
1531,all,महत्तरा,1
1532,all,(वाईवा),1
1533,all,डिमडुङ्ग,1
1534,all,बगाले,5
1535,all,विष्ट(बुढ),1
1536,all,विमली,2
1537,all,भुज,3
1538,all,गुर्धामी,1
1539,all,वैदुल्लाह,1
1540,all,(घिसिङ),2
1541,all,फुयल,8
1542,all,सी,18
1543,all,माङमु,1
1544,all,भटराइ,3
1545,all,गुरुड.,1
1546,all,पटेल,15
1547,all,बयक,1
1548,all,गौतम,129
1549,all,बस्न्‍यात,1
1550,all,बाँनिया,3
1551,all,लिम्वु,54
1552,all,आङ्बुहाङ्ग,1
1553,all,साव,1
1554,all,नुरमहमद,1
1555,all,घिमिरे,134
1556,all,कुमर,13
1557,all,गमाल,3
1558,all,ठटाल,1
1559,all,गंगाई,2
1560,all,फौज्दार,1
1561,all,बोहरा,211
1562,all,बिश्वकर्मा,33
1563,all,(बसी),1
1564,all,राजी,3
1565,all,न्यासुर,1
1566,all,विश्ववकर्मा,2
1567,all,पंत,1
1568,all,सुबर्णकार,1
1569,all,कन्दङवा,11
1570,all,योङया,2
1571,all,गमर,1
1572,all,ल्वार,10
1573,all,देव,3
1574,all,गुरुड,1
1575,all,(कोयी),1
1576,all,सोव,1
1577,all,मियानी,1
1578,all,भुसाल,47
1579,all,(वजगाँई),1
1580,all,झागड,2
1581,all,कुश्‍वाहा,2
1582,all,साँकी,1
1583,all,मेस्तरनी,1
1584,all,श्रेष्‍ठ(नेवार),1
1585,all,वि‍‍‍.क,1
1586,all,(लामा),2
1587,all,भनारी,1
1588,all,संगौला,2
1589,all,रोइला,1
1590,all,प्रुसाद,1
1591,all,वजगाईं,1
1592,all,जायसवाल,2
1593,all,तिमलसिना,2
1594,all,राणा,3
1595,all,विश्‍कर्मा,2
1596,all,सदा(मुसहर),2
1597,all,हविवुला,1
1598,all,रो्काया,1
1599,all,ठाकुर,54
1600,all,वुढाथोकि,1
1601,all,कसौधन,1
1602,all,दियाल,1
1603,all,देउपा,1
1604,all,घर्तीमगर,31
1605,all,मरासिनी,5
1606,all,सेठीया,1
1607,all,नायक,5
1608,all,सुतार,1
1609,all,खतिवडा(सापकोटा),1
1610,all,फकिर,9
1611,all,स्समद,1
1612,all,एम.सी.,1
1613,all,आजम,1
1614,all,दमाइ,25
1615,all,खपाङ्गी,4
1616,all,नायभारी,1
1617,all,पौदार,1
1618,all,बैठा,14
1619,all,ढाढी,1
1620,all,पेस्कार,1
1621,all,लम्काहा,1
1622,all,शेर्पाली,1
1623,all,पाण्डेय(बडू),1
1624,all,इमाम,1
1625,all,पहारी,3
1626,all,खोयाहाङ(लिम्बू),1
1627,all,तामाङ्ग,222
1628,all,पराजुली/खड्का,1
1629,all,मुनकर्मी,1
1630,all,दुरुङच्याङ,1
1631,all,हेम्जन,1
1632,all,गोङवा,1
1633,all,साबाँ,1
1634,all,लोहर्नी,1
1635,all,परसैला,1
1636,all,सुरेल,1
1637,all,महमद,9
1638,all,गुर्ताल,1
1639,all,धनुकाइन,3
1640,all,नुनियाईन,2
1641,all,शाक्य,28
1642,all,वि‍श्‍वकर्मा,1
1643,all,खत्रि),1
1644,all,जोलाहा,3
1645,all,(बुढाथोकी),1
1646,all,बर्तौला,4
1647,all,झेडी,3
1648,all,खत्‍वेनी,1
1649,all,नेटुवा,1
1650,all,पहरी,11
1651,all,देउवा,12
1652,all,थारु(चौधरी),1
1653,all,बतर्नी,2
1654,all,विवश्‍वकर्मा,1
1655,all,खलिक,1
1656,all,मण्डल,105
1657,all,बानिया,11
1658,all,वटाला,2
1659,all,रसाइली(विश्‍वकर्मा),1
1660,all,कनौजे,2
1661,all,पुर्वछाने,1
1662,all,(धानुक,1
1663,all,परियार,300
1664,all,आलेमगर,10
1665,all,भट्टराइ,5
1666,all,घताने,1
1667,all,तत्मा,37
1668,all,कार्की(परियार),1
1669,all,पटनवार,2
1670,all,राईन,8
1671,all,खराल,7
1672,all,शे‍र्पा,1
1673,all,सरबरिया,1
1674,all,(रेग्मी),1
1675,all,वाग,1
1676,all,गुरु,1
1677,all,न्यौपाने,136
1678,all,राजवैद्य,1
1679,all,के.सि.,2
1680,all,(सोनार),1
1681,all,मुसालमान,2
1682,all,बस्‍न्‍यात,1
1683,all,थक्लुङ,1
1684,all,चोङवाङ,1
1685,all,वातर,3
1686,all,राक्‍से,1
1687,all,चुँदाली,1
1688,all,बुढाश्रेत्री,1
1689,all,चन,4
1690,all,सिम्खाडा,4
1691,all,इसर,1
1692,all,अनवर,1
1693,all,पाटा,1
1694,all,थजालि,1
1695,all,जेठारा,12
1696,all,खापुङ,1
1697,all,चमाइन,14
1698,all,पेला,2
1699,all,अमातनी,1
1700,all,खडका,66
1701,all,नगर्ची,1
1702,all,पासवान,75
1703,all,शाहु,3
1704,all,ढुं‌गाना,1
1705,all,तत्‍मीनी,4
1706,all,चित्रकार,5
1707,all,वोगटी,18
1708,all,गुरुङ्‍ग,5
1709,all,हमाला,1
1710,all,आङ्गदेम्वे,1
1711,all,डंगौरा,6
1712,all,मियाँ,67
1713,all,कामत,8
1714,all,देवल,1
1715,all,जागरी,5
1716,all,भोलोन,1
1717,all,(हरिजन),1
1718,all,घोरासाइने,1
1719,all,तामाङ्ग(गोल‍े),1
1720,all,सदा,117
1721,all,सुर्खैती,1
1722,all,थोप्रा,1
1723,all,(चेम्जोङ्ग),2
1724,all,प्रधान,28
1725,all,पुरी,34
1726,all,रुम्बा,8
1727,all,तिम्सीना,1
1728,all,रनपहेली,1
1729,all,श्रेष्‍ठ(रानामगर),1
1730,all,खाती,30
1731,all,ओन्टाकी,1
1732,all,शेरपुञ्जा,1
1733,all,खर्का,1
1734,all,सुनुवार(श्रेष्ठ),1
1735,all,विनिन,1
1736,all,सुन्‍दास,1
1737,all,उपाध्यया,1
1738,all,बरइ,1
1739,all,पण्‍डित,1
1740,all,कन्जेडी,1
1741,all,मंण्‍डल,4
1742,all,देबि,3
1743,all,मोहरम,1
1744,all,पाठक,34
1745,all,गुरुङ्ग,319
1746,all,खान,4
1747,all,झाँक्री,3
1748,all,जि.सि,1
1749,all,जोलाह,3
1750,all,खुलाल,10
1751,all,नेपालि,2
1752,all,(झेंडी),1
1753,all,कवँर,1
1754,all,मर्साङ्गी,1
1755,all,राठौर,1
1756,all,पहाडी,2
1757,all,पनेरु,9
1758,all,वानियाँ,2
1759,all,सुर्यवशी,1
1760,all,थपा,1
1761,all,वडाल,1
1762,all,ढुंगेल,5
1763,all,साह,351
1764,all,पैयानी,1
1765,all,वाँठामगर,1
1766,all,चमारनी,1
1767,all,झुटेडी,1
1768,all,बस्‍याल,1
1769,all,तामाङ्गनी,2
1770,all,तमाङ,120
1771,all,भाट,23
1772,all,फगामी,5
1773,all,सुब्बा,15
1774,all,सरदार,52
1775,all,याखा,4
1776,all,धन्कार,1
1777,all,बम्जन,7
1778,all,सिरिस,2
1779,all,वडु,2
1780,all,गडसीला,1
1781,all,(दयाल),1
1782,all,हुमेगाई,1
1783,all,थापा),2
1784,all,भन्डारी,2
1785,all,कडुवाल,1
1786,all,कोरङ्गी,1
1787,all,कहारिन,1
1788,all,पाली,1
1789,all,रजक,14
1790,all,घर्तिमिरे,1
1791,all,चेपाङ,13
1792,all,बन्जरा,3
1793,all,गनगाई,12
1794,all,दनुबार,1
1795,all,कुँवर,61
1796,all,कामि,12
1797,all,लुङवा,1
1798,all,रानाक्षेत्री,1
1799,all,किमाडी,2
1800,all,विठाडी,1
1801,all,साठीघरे,2
1802,all,लखेर,1
1803,all,घिसिङ्ग,6
1804,all,विष्‍ट(चौलागाई),1
1805,all,रायमाझी,14
1806,all,बुलुन,3
1807,all,तुलाधर,3
1808,all,लेप्चा,1
1809,all,साइनी,1
1810,all,मेस्तर,2
1811,all,चमैन,20
1812,all,कोईराला,5
1813,all,रसाइली,14
1814,all,सुजिकार,1
1815,all,यङ्गहाङ्ग,1
1816,all,(याम्फु),7
1817,all,नौसाद,1
1818,all,कलवारीन,3
1819,all,ग्लान,2
1820,all,दुर्लामी,1
1821,all,लम्जेल,2
1822,all,खरविन्द,2
1823,all,बिक,4
1824,all,जोल्हा,3
1825,all,कोश्‍वार,1
1826,all,वोहरा,42
1827,all,बोसेल,1
1828,all,योङहाङ,4
1829,all,(बजगाइ),1
1830,all,सामन्त,2
1831,all,महर्जन,135
1832,all,सुवर्णकार,3
1833,all,कटेल,3
1834,all,आङ्वो,2
1835,all,रहमान,2
1836,all,शार्मा,1
1837,all,अन्छङ्वो,1
1838,all,नगर्जी,1
1839,all,(विसुङ्खे),1
1840,all,खड्‍गी,2
1841,all,ढेंगा,3
1842,all,वि.क.सुनार,1
1843,all,सहकारी,6
1844,all,मियां,5
1845,all,चंदरा,1
1846,all,(प्रधान),1
1847,all,कुमार,9
1848,all,तेलि,3
1849,all,सार्कीनी,1
1850,all,भुजल,1
1851,all,सेवा,2
1852,all,सोमरे,2
1853,all,(मुसलमान),1
1854,all,ढोली(नेपाली),1
1855,all,कुर्मीन,3
1856,all,फुयाल,10
1857,all,कौशल,2
1858,all,चुङबाङ,1
1859,all,कापर,16
1860,all,रैका,1
1861,all,मिजार,60
1862,all,.क.,2
1863,all,चुवान,2
1864,all,कुलाल,2
1865,all,परीवार,1
1866,all,विश्‍वास,2
1867,all,अमात्य,3
1868,all,खवास,15
1869,all,कापैर,2
1870,all,कोईरीन,1
1871,all,सुडि,1
1872,all,लुङचे,1
1873,all,ल्वाहार,1
1874,all,तामाङ्,1
1875,all,धरेल,2
1876,all,(सार्की),8
1877,all,बिष्ट,58
1878,all,मधिकर्मी,1
1879,all,जि.सी.,19
1880,all,डडाल,7
1881,all,बास्तोला,9
1882,all,(पुन),2
1883,all,राकसकोटी,2
1884,all,चालिसे,8
1885,all,अन्छङवो,1
1886,all,रुम्दाली,1
1887,all,सोनारनी,1
1888,all,जफिर,1
1889,all,माली,2
1890,all,आङवो,1
1891,all,अघोरी,1
1892,all,कुम्‍हार,1
1893,all,टेलर,1
1894,all,श्रेष्‍ठ,385
1895,all,रकाल,1
1896,all,वि.एम.,1
1897,all,ओड,21
1898,all,अवस्थी,15
1899,all,मगरानी,1
1900,all,चबेगु,1
1901,all,(याक्खा),1
1902,all,पठान,6
1903,all,तिमिल्सीना,3
1904,all,नेपली,1
1905,all,राई(लोहोरुङ्ग),1
1906,all,लोध,14
1907,all,साँउद(बुढा),1
1908,all,साहु(तेली),1
1909,all,म‌ंडल,1
1910,all,कमीनी,5
1911,all,स्‍याङ्गतान,1
1912,all,सिर्मल,1
1913,all,छन्त्याल,18
1914,all,ददेल,1
1915,all,वराल(गौतम),1
1916,all,वुढामागर,1
1917,all,भारद्बाज,1
1918,all,कडरीया,1
1919,all,गरौजां,1
1920,all,कठरीया,1
1921,all,मागर,1
1922,all,लालचन,1
1923,all,ईङनाम,2
1924,all,कट्टेल(तिम्सिना),1
1925,all,"कुमर,दनुवार",1
1926,all,जर्धा,1
1927,all,दर्नाल,9
1928,all,चौलागाई(गौतम),1
1929,all,(अहिर),2
1930,all,तामाङग,6
1931,all,(आङभाङ),1
1932,all,मडर,1
1933,all,भटराई,1
1934,all,पंडित,23
1935,all,गोर्खालि,1
1936,all,डागी,4
1937,all,झांगड,1
1938,all,गैतम,1
1939,all,सकुर,1
1940,all,हेम्ब्या,1
1941,all,कार्को,1
1942,all,मोमिन,3
1943,all,गुइदेल,1
1944,all,चदारा,16
1945,all,निषाद,1
1946,all,(कुर्मी),1
1947,all,नसरुल्लाह,1
1948,all,सिंङतान,1
1949,all,गुप्ता,17
1950,all,के.सी.,115
1951,all,थापा/वुलुन,1
1952,all,पन्थाक,1
1953,all,मलाह,22
1954,all,शाही(शेरचन),1
1955,all,बैजाली,1
1956,all,वहेकक्षेत्री,1
1957,all,टोमल,1
1958,all,दहाल,22
1959,all,उपरकोटी,2
1960,all,पछाई,4
1961,all,धमाला,5
1962,all,वान्तावा,1
1963,all,श्रैष्ठ,1
1964,all,मँडल,3
1965,all,खडगी,1
1966,all,पुन,215
1967,all,स‌ंज्याल,1
1968,all,किँरात,1
1969,all,कु्र्मी,1
1970,all,बर्नवाल,1
1971,all,वयक,2
1972,all,क्‍यापछाकी,1
1973,all,शवनम,1
1974,all,कोजू,1
1975,all,पौडेल(तिम्सिना),1
1976,all,गहिरे,1
1977,all,तीवारी,2
1978,all,कनौजिया,1
1979,all,तिखाल,1
1980,all,कुमाल,64
1981,all,सोमै,11
1982,all,बड,1
1983,all,लवार,2
1984,all,लहेरीन,1
1985,all,झा,48
1986,all,पाण्‍डेय,4
1987,all,द्धाल,1
1988,all,दर्लामीथापा,1
1989,all,सूनार,1
1990,all,सञ्जेल,1
1991,all,(वि.क.),2
1992,all,पोटे,2
1993,all,नेम्वाङ्ग,5
1994,all,तुम्वाहङफे,1
1995,all,खत्वे,28
1996,all,राउत(गडेरी),1
1997,all,(खत्वे),1
1998,all,मातां,1
1999,all,धौराली,1
2000,all,वस्याल,6
2001,all,जुग्जाली,4
2002,all,छत्‍याल,1
2003,all,बिष्ट(बोहरा),1
2004,all,बंम,2
2005,all,सेढाई,7
2006,all,मानन्धर,22
2007,all,चौहान,24
2008,all,बागदास,2
2009,all,(तिवारी),2
2010,all,बादि,1
2011,all,अधिकारी,304
2012,all,मगर(पुन),1
2013,all,कुर्मी,124
2014,all,शुक्ल,3
2015,all,वरई,1
2016,all,हजामीन,1
2017,all,लुहार--बि.क.,1
2018,all,पातली,3
2019,all,बि.क,28
2020,all,कारंजीत,1
2021,all,थापा/क्षेत्रि,1
2022,all,(मुखिया),1
2023,all,पोख्ररेल,1
2024,all,चुरिहार,4
2025,all,पाखिन,1
2026,all,सिग्देल,12
2027,all,सेजुवाल,8
2028,all,ऋषिदेव,20
2029,all,हरिजन,44
2030,all,सार्की(भुल),1
2031,all,थिङ्,3
2032,all,श्रीस,12
2033,all,रुवाली,1
2034,all,वराकोटी,1
2035,all,गोइत,6
2036,all,घरडी,1
2037,all,वुढामगर,1
2038,all,सापकोटा,101
2039,all,भ्लोन,4
2040,all,चोचाङ्गे,1
2041,all,श्रीपाली,1
2042,all,चुहान,2
2043,all,बडैला,3
2044,all,कबारी,1
2045,all,कठेत,3
2046,all,वलम्‍पाकी,1
2047,all,रन्जीतकार,1
2048,all,(ह्‍योल्मो),2
2049,all,मिधुन,1
2050,all,लिम्बू,31
2051,all,वस्तेत,1
2052,all,राकी,1
2053,all,बयलकोटी,6
2054,all,बज्यु,2
2055,all,क‌,1
2056,all,मिजारी,1
2057,all,पनुहर,1
2058,all,प्रसाद,26
2059,all,तत्वा,1
2060,all,श्रिमल,1
2061,all,लम्‍साल,1
2062,all,सुबेदी,4
2063,all,क्षत्री,2
2064,all,लिङथेप,1
2065,all,कोइरला,1
2066,all,खँग,1
2067,all,रविदास,3
2068,all,तिमिल्सिना,8
2069,all,(बैदार),1
2070,all,बन,3
2071,all,डाँगी,50
2072,all,(विश्वकर्मा),2
2073,all,के.एम,1
2074,all,गणेश,8
2075,all,राई,845
2076,all,(पुडासैनी),1
2077,all,जी.सी,2
2078,all,कुवंर,6
2079,all,सिर्पालि,1
2080,all,शाह(परिया),1
