S.No,LocalBodyName,WardNo,Post,District,State,Winner,GovernmentAllianceVote,UMLVote
802,लिखु  गाउँपालिका,8,वडा अध्यक्ष,ओखलढुंगा,1,विशाल कुमार पौडेल,448,663
803,कालीमाटी गाउँपालिका,2,वडा अध्यक्ष,सल्यान,6,ईन्द्र बहादुर वली,509,572
804,सरुमारानी गाउँपालिका,3,वडा अध्यक्ष,प्यूठान,5,भिम बहादुर मर्साङ्गी,573,863
805,दमक नगरपालिका,5,वडा अध्यक्ष,झापा,1,इन्द्र बहादुर गुरुङ्ग,1303,1467
806,लालिगुँरास नगरपालिका,8,वडा अध्यक्ष,तेर्हथुम,1,तुलसी राम खनाल,425,432
807,शिवराज नगरपालिका,2,वडा अध्यक्ष,कपिलवस्तु,5,राम वहादुर चौधरी,322,376
808,निजगढ नगरपालिका,2,वडा अध्यक्ष,बारा,2,केशव प्रसाद उपाध्याय ढोडारी,162,382
809,मेल्लेख गाउँपालिका,3,वडा अध्यक्ष,अछाम,7,केशर बहादुर शाह,467,528
810,बनेपा नगरपालिका,12,वडा अध्यक्ष,काभ्रेपलाञ्चोक,3,राम वहादुर कुँवर,632,833
811,मुगुम कार्मारोंग गाउँपालिका,9,वडा अध्यक्ष,मुगु,6,सिङ्ग बुढा,160,226
812,वेदकोट नगरपालिका,9,वडा अध्यक्ष,कन्चनपुर,7,राम सिह धामी,607,870
813,मादी गाउँपालिका,2,वडा अध्यक्ष,कास्की,4,एक जंग गुरुङ्ग,303,399
814,माहाकाली नगरपालिका,9,वडा अध्यक्ष,कन्चनपुर,7,ऋषि राम क्षेत्री भन्ने गिरी बहादुर थापा,510,611
815,नाशोङ गाउँपालिका,2,वडा अध्यक्ष,मनाङ्ग,4,भिम बहादुर गुरुङ,0,87
816,चामुण्डा विन्द्रासैनी नगरपालिका,6,वडा अध्यक्ष,दैलेख,6,बखत बहादुर बोहोरा,378,415
817,ईस्मा गाउँपालिका,5,वडा अध्यक्ष,गुल्मी,5,कलानिधी भण्डारी,861,869
818,बडीमालिका नगरपालिका,2,वडा अध्यक्ष,बाजुरा,7,डम्वर वहादुर महत,239,242
819,माई नगरपालिका,4,वडा अध्यक्ष,इलाम,1,सूर्य प्रसाद दुलाल,588,607
820,बुङदीकाली गाउँपालिका,6,वडा अध्यक्ष,नवलपरासी (बर्दघाट सुस्ता पूर्व),4,नेम बहादुर थापा,522,610
821,हतुवागढी गाउँपालिका,3,वडा अध्यक्ष,भोजपुर,1,राज कुमार राई,151,373
822,ईनरुवा नगरपालिका,9,वडा अध्यक्ष,सुनसरी,1,बसीर मुद्दीन मंसुरी,1300,1344
823,क्व्होलासोथार गाउँपालिका,4,वडा अध्यक्ष,लमजुंग,4,खिम बहादुर गुरुङ,82,704
824,छत्रकोट गाउँपालिका,6,वडा अध्यक्ष,गुल्मी,5,थमन बहादुर ज्ञवाली,427,725
825,मेलम्ची नगरपालिका,2,वडा अध्यक्ष,सिन्धुपाल्चोक,3,सन्त बहादुर तामाङ,511,567
826,छायाँनाथ रारा नगरपालिका,7,वडा अध्यक्ष,मुगु,6,हरि चन्द्र शाही,209,274
827,माई नगरपालिका,7,वडा अध्यक्ष,इलाम,1,रामप्रसाद लिम्बु,565,734
828,मादी नगरपालिका,6,वडा अध्यक्ष,संखुवासभा,1,धन नारायण तामाङ्ग,268,269
829,ज्वालामूखी गाउँपालिका,1,वडा अध्यक्ष,धादिङ्ग,3,राम प्रसाद सिलवाल,469,901
830,बागलुङ नगरपालिका,7,वडा अध्यक्ष,बागलुङ,4,खग राज पाण्डे,706,1118
831,माछापुछ्रे गाउँपालिका,2,वडा अध्यक्ष,कास्की,4,विक्रम गुरुङ्ग,750,754
832,अन्नपूर्ण गाउँपालिका,8,वडा अध्यक्ष,म्याग्दी,4,खम बहादुर गर्बुजा पुन,350,432
833,सैनामैना नगरपालिका,10,वडा अध्यक्ष,रुपन्देही,5,लोक नारायण थापा,1172,1448
